filename	acq_time	operator	randstr
func/sub-36_ses-1_task-motor_run-01_bold.nii.gz	2019-05-30T10:34:08.472500	n/a	3a493876
func/sub-36_ses-1_task-motor_run-02_bold.nii.gz	2019-05-30T10:42:57.352500	n/a	c5db7469
func/sub-36_ses-1_task-motor_run-03_bold.nii.gz	2019-05-30T10:51:19.992500	n/a	1f3becfa
fmap/sub-36_ses-1_run-01_magnitude1.nii.gz	2019-05-30T10:59:58.835000	n/a	5548fca3
fmap/sub-36_ses-1_run-01_magnitude2.nii.gz	2019-05-30T10:59:58.835000	n/a	5548fca3
fmap/sub-36_ses-1_run-01_phasediff.nii.gz	2019-05-30T10:59:59.557500	n/a	3f3394b1
func/sub-36_ses-1_task-motor_run-04_bold.nii.gz	2019-05-30T11:03:15.730000	n/a	a160e847
func/sub-36_ses-1_task-motor_run-05_bold.nii.gz	2019-05-30T11:11:41.992500	n/a	4f3d193d
func/sub-36_ses-1_task-motor_run-06_bold.nii.gz	2019-05-30T11:20:15.227500	n/a	d04514ec
anat/sub-36_ses-1_run-01_T1w.nii.gz	2019-05-30T11:28:23.235000	n/a	6a8feb83
