filename	acq_time	operator	randstr
func/sub-37_ses-1_task-motor_run-01_bold.nii.gz	2019-05-30T11:43:05.850000	n/a	316cdd3a
func/sub-37_ses-1_task-motor_run-02_bold.nii.gz	2019-05-30T11:51:34.375000	n/a	9fa644e8
func/sub-37_ses-1_task-motor_run-03_bold.nii.gz	2019-05-30T11:59:57.615000	n/a	d25a7a8f
fmap/sub-37_ses-1_run-01_magnitude1.nii.gz	2019-05-30T12:08:33.817500	n/a	c232be01
fmap/sub-37_ses-1_run-01_magnitude2.nii.gz	2019-05-30T12:08:33.817500	n/a	c232be01
fmap/sub-37_ses-1_run-01_phasediff.nii.gz	2019-05-30T12:08:34.540000	n/a	d4f04775
func/sub-37_ses-1_task-motor_run-04_bold.nii.gz	2019-05-30T12:11:42.520000	n/a	db753d24
func/sub-37_ses-1_task-motor_run-05_bold.nii.gz	2019-05-30T12:20:07.617500	n/a	4575f06e
func/sub-37_ses-1_task-motor_run-06_bold.nii.gz	2019-05-30T12:28:38.907500	n/a	965d96ae
anat/sub-37_ses-1_run-01_T1w.nii.gz	2019-05-30T12:36:57.587500	n/a	5b0e594c
