filename	acq_time	operator	randstr
func/sub-31_ses-1_task-motor_run-01_bold.nii.gz	2019-05-29T10:29:57.202500	n/a	bb713798
func/sub-31_ses-1_task-motor_run-02_bold.nii.gz	2019-05-29T10:38:54.877500	n/a	70ecbdb0
func/sub-31_ses-1_task-motor_run-03_bold.nii.gz	2019-05-29T10:47:40.117500	n/a	bca12b4c
fmap/sub-31_ses-1_run-01_magnitude1.nii.gz	2019-05-29T10:56:23.112500	n/a	75caec11
fmap/sub-31_ses-1_run-01_magnitude2.nii.gz	2019-05-29T10:56:23.112500	n/a	75caec11
fmap/sub-31_ses-1_run-01_phasediff.nii.gz	2019-05-29T10:56:23.835000	n/a	674c36f8
func/sub-31_ses-1_task-motor_run-04_bold.nii.gz	2019-05-29T10:59:54.175000	n/a	605b5fe2
func/sub-31_ses-1_task-motor_run-05_bold.nii.gz	2019-05-29T11:08:26.567500	n/a	c905f259
func/sub-31_ses-1_task-motor_run-06_bold.nii.gz	2019-05-29T11:18:12.555000	n/a	08c24985
anat/sub-31_ses-1_run-01_T1w.nii.gz	2019-05-29T11:26:53.530000	n/a	475aa5a0
