filename	acq_time	operator	randstr
func/sub-38_ses-1_task-motor_run-01_bold.nii.gz	2019-05-30T12:53:08.227500	n/a	1eeedad0
func/sub-38_ses-1_task-motor_run-02_bold.nii.gz	2019-05-30T13:01:58.622500	n/a	2713564c
func/sub-38_ses-1_task-motor_run-03_bold.nii.gz	2019-05-30T13:10:52.725000	n/a	a7e9b125
fmap/sub-38_ses-1_run-01_magnitude1.nii.gz	2019-05-30T13:20:00.590000	n/a	6ead0852
fmap/sub-38_ses-1_run-01_magnitude2.nii.gz	2019-05-30T13:20:00.590000	n/a	6ead0852
fmap/sub-38_ses-1_run-01_phasediff.nii.gz	2019-05-30T13:20:01.312500	n/a	1419beea
func/sub-38_ses-1_task-motor_run-04_bold.nii.gz	2019-05-30T13:23:45.677500	n/a	cdba5f03
func/sub-38_ses-1_task-motor_run-05_bold.nii.gz	2019-05-30T13:32:11.320000	n/a	3b1be88f
func/sub-38_ses-1_task-motor_run-06_bold.nii.gz	2019-05-30T13:40:53.880000	n/a	2ef248a1
anat/sub-38_ses-1_run-01_T1w.nii.gz	2019-05-30T13:49:14.830000	n/a	b78a2047
