filename	acq_time	operator	randstr
func/sub-66_ses-1_task-motor_run-01_bold.nii.gz	2019-06-20T11:34:02.980000	n/a	8a547eaa
func/sub-66_ses-1_task-motor_run-02_bold.nii.gz	2019-06-20T11:42:46.797500	n/a	1daa9946
func/sub-66_ses-1_task-motor_run-03_bold.nii.gz	2019-06-20T11:51:19.252500	n/a	dca2bff2
fmap/sub-66_ses-1_run-01_magnitude1.nii.gz	2019-06-20T11:59:43.580000	n/a	8bec968e
fmap/sub-66_ses-1_run-01_magnitude2.nii.gz	2019-06-20T11:59:43.580000	n/a	8bec968e
fmap/sub-66_ses-1_run-01_phasediff.nii.gz	2019-06-20T11:59:44.302500	n/a	4d127de3
func/sub-66_ses-1_task-motor_run-04_bold.nii.gz	2019-06-20T12:02:57.942500	n/a	91ef54ff
func/sub-66_ses-1_task-motor_run-05_bold.nii.gz	2019-06-20T12:11:25.647500	n/a	ac9d105e
func/sub-66_ses-1_task-motor_run-06_bold.nii.gz	2019-06-20T12:19:58.280000	n/a	b0e27ac8
anat/sub-66_ses-1_run-01_T1w.nii.gz	2019-06-20T12:28:26.675000	n/a	1907f4ec
