filename	acq_time	operator	randstr
func/sub-01_ses-1_task-motor_run-01_bold.nii.gz	2019-05-14T09:08:07.705000	n/a	4130a6c2
func/sub-01_ses-1_task-motor_run-02_bold.nii.gz	2019-05-14T09:16:45.157500	n/a	5750f049
fmap/sub-01_ses-1_run-01_magnitude1.nii.gz	2019-05-14T09:25:29.360000	n/a	a0a01fc6
fmap/sub-01_ses-1_run-01_magnitude2.nii.gz	2019-05-14T09:25:29.360000	n/a	a0a01fc6
fmap/sub-01_ses-1_run-01_phasediff.nii.gz	2019-05-14T09:25:30.082500	n/a	b45e2524
func/sub-01_ses-1_task-motor_run-03_bold.nii.gz	2019-05-14T09:28:51.227500	n/a	6357a45f
func/sub-01_ses-1_task-motor_run-04_bold.nii.gz	2019-05-14T09:38:51.882500	n/a	7f796525
func/sub-01_ses-1_task-motor_run-05_bold.nii.gz	2019-05-14T09:48:08.647500	n/a	f6f27245
func/sub-01_ses-1_task-motor_run-06_bold.nii.gz	2019-05-14T09:56:56.762500	n/a	15e41b78
anat/sub-01_ses-1_run-01_T1w.nii.gz	2019-05-14T10:05:35.975000	n/a	e7489cea
