filename	acq_time	operator	randstr
func/sub-34_ses-1_task-motor_run-01_bold.nii.gz	2019-05-29T14:00:51.440000	n/a	c0711ac9
func/sub-34_ses-1_task-motor_run-02_bold.nii.gz	2019-05-29T14:09:38.402500	n/a	d36459cb
func/sub-34_ses-1_task-motor_run-03_bold.nii.gz	2019-05-29T14:18:28.650000	n/a	f8d348ca
fmap/sub-34_ses-1_run-01_magnitude1.nii.gz	2019-05-29T14:26:44.062500	n/a	aa4bbc5f
fmap/sub-34_ses-1_run-01_magnitude2.nii.gz	2019-05-29T14:26:44.062500	n/a	aa4bbc5f
fmap/sub-34_ses-1_run-01_phasediff.nii.gz	2019-05-29T14:26:44.785000	n/a	ebccd8fb
func/sub-34_ses-1_task-motor_run-04_bold.nii.gz	2019-05-29T14:30:06.207500	n/a	80e45009
func/sub-34_ses-1_task-motor_run-05_bold.nii.gz	2019-05-29T14:38:36.662500	n/a	f1897c2b
func/sub-34_ses-1_task-motor_run-06_bold.nii.gz	2019-05-29T14:47:15.320000	n/a	d61fd574
anat/sub-34_ses-1_run-01_T1w.nii.gz	2019-05-29T14:55:46.642500	n/a	e49e6e8e
