filename	acq_time	operator	randstr
func/sub-51_ses-1_task-motor_run-01_bold.nii.gz	2019-06-14T10:28:27	n/a	f73e8b33
func/sub-51_ses-1_task-motor_run-02_bold.nii.gz	2019-06-14T10:36:55.192500	n/a	1bdffb21
func/sub-51_ses-1_task-motor_run-03_bold.nii.gz	2019-06-14T10:45:26.230000	n/a	d77c986e
fmap/sub-51_ses-1_run-01_magnitude1.nii.gz	2019-06-14T10:53:47.340000	n/a	845af48e
fmap/sub-51_ses-1_run-01_magnitude2.nii.gz	2019-06-14T10:53:47.340000	n/a	845af48e
fmap/sub-51_ses-1_run-01_phasediff.nii.gz	2019-06-14T10:53:48.062500	n/a	2d38f20e
func/sub-51_ses-1_task-motor_run-04_bold.nii.gz	2019-06-14T10:57:02.410000	n/a	479fa3ff
func/sub-51_ses-1_task-motor_run-05_bold.nii.gz	2019-06-14T11:05:29.132500	n/a	4a11fef0
func/sub-51_ses-1_task-motor_run-06_bold.nii.gz	2019-06-14T11:14:01.552500	n/a	658c9ea8
anat/sub-51_ses-1_run-01_T1w.nii.gz	2019-06-14T11:22:21.147500	n/a	992ce9c5
