filename	acq_time	operator	randstr
func/sub-39_ses-1_task-motor_run-01_bold.nii.gz	2019-05-30T14:04:36.142500	n/a	7e6f647e
func/sub-39_ses-1_task-motor_run-02_bold.nii.gz	2019-05-30T14:13:12.537500	n/a	225e0e41
func/sub-39_ses-1_task-motor_run-03_bold.nii.gz	2019-05-30T14:22:57.755000	n/a	9d4c605f
fmap/sub-39_ses-1_run-01_magnitude1.nii.gz	2019-05-30T14:31:20.652500	n/a	9c9fc13f
fmap/sub-39_ses-1_run-01_magnitude2.nii.gz	2019-05-30T14:31:20.652500	n/a	9c9fc13f
fmap/sub-39_ses-1_run-01_phasediff.nii.gz	2019-05-30T14:31:21.375000	n/a	379e1855
func/sub-39_ses-1_task-motor_run-04_bold.nii.gz	2019-05-30T14:34:33.355000	n/a	f3dc30da
func/sub-39_ses-1_task-motor_run-05_bold.nii.gz	2019-05-30T14:43:10.665000	n/a	0f0c900c
func/sub-39_ses-1_task-motor_run-06_bold.nii.gz	2019-05-30T14:52:06.605000	n/a	29e62d63
anat/sub-39_ses-1_run-01_T1w.nii.gz	2019-05-30T15:00:14.395000	n/a	72a04845
