filename	acq_time	operator	randstr
func/sub-54_ses-1_task-motor_run-01_bold.nii.gz	2019-06-17T09:06:22.487500	n/a	c7a0fbd4
func/sub-54_ses-1_task-motor_run-02_bold.nii.gz	2019-06-17T09:15:28.775000	n/a	ceeb0fcb
func/sub-54_ses-1_task-motor_run-03_bold.nii.gz	2019-06-17T09:24:13.477500	n/a	33102446
fmap/sub-54_ses-1_run-01_magnitude1.nii.gz	2019-06-17T09:32:57.987500	n/a	0c61f0e4
fmap/sub-54_ses-1_run-01_magnitude2.nii.gz	2019-06-17T09:32:57.987500	n/a	0c61f0e4
fmap/sub-54_ses-1_run-01_phasediff.nii.gz	2019-06-17T09:32:58.710000	n/a	e2257fff
func/sub-54_ses-1_task-motor_run-04_bold.nii.gz	2019-06-17T09:36:25.607500	n/a	e9a6b8f4
func/sub-54_ses-1_task-motor_run-05_bold.nii.gz	2019-06-17T09:45:35.492500	n/a	f02dc856
func/sub-54_ses-1_task-motor_run-06_bold.nii.gz	2019-06-17T09:54:03.690000	n/a	f9868772
anat/sub-54_ses-1_run-01_T1w.nii.gz	2019-06-17T10:02:27.507500	n/a	3251b2be
