filename	acq_time	operator	randstr
func/sub-22_ses-1_task-motor_run-01_bold.nii.gz	2019-05-27T11:33:54.137500	n/a	f8894cb4
func/sub-22_ses-1_task-motor_run-02_bold.nii.gz	2019-05-27T11:42:55.802500	n/a	35760e10
func/sub-22_ses-1_task-motor_run-03_bold.nii.gz	2019-05-27T11:51:35.352500	n/a	41227fe4
fmap/sub-22_ses-1_run-01_magnitude1.nii.gz	2019-05-27T12:00:05.227500	n/a	75d036ae
fmap/sub-22_ses-1_run-01_magnitude2.nii.gz	2019-05-27T12:00:05.227500	n/a	75d036ae
fmap/sub-22_ses-1_run-01_phasediff.nii.gz	2019-05-27T12:00:05.950000	n/a	c3a6d102
func/sub-22_ses-1_task-motor_run-04_bold.nii.gz	2019-05-27T12:03:42.160000	n/a	7850a09e
func/sub-22_ses-1_task-motor_run-05_bold.nii.gz	2019-05-27T12:12:10.912500	n/a	69aa954a
func/sub-22_ses-1_task-motor_run-06_bold.nii.gz	2019-05-27T12:20:44.440000	n/a	2f2d955c
anat/sub-22_ses-1_run-01_T1w.nii.gz	2019-05-27T12:29:08.010000	n/a	11048abc
