filename	acq_time	operator	randstr
func/sub-30_ses-1_task-motor_run-01_bold.nii.gz	2019-05-29T09:20:04.802500	n/a	61182365
func/sub-30_ses-1_task-motor_run-02_bold.nii.gz	2019-05-29T09:29:03.512500	n/a	446d19ec
func/sub-30_ses-1_task-motor_run-03_bold.nii.gz	2019-05-29T09:37:31.930000	n/a	91a01a7e
fmap/sub-30_ses-1_run-01_magnitude1.nii.gz	2019-05-29T09:46:08.177500	n/a	5279b745
fmap/sub-30_ses-1_run-01_magnitude2.nii.gz	2019-05-29T09:46:08.177500	n/a	5279b745
fmap/sub-30_ses-1_run-01_phasediff.nii.gz	2019-05-29T09:46:08.900000	n/a	1ed9abce
func/sub-30_ses-1_task-motor_run-04_bold.nii.gz	2019-05-29T09:49:29.842500	n/a	8857e0dd
func/sub-30_ses-1_task-motor_run-05_bold.nii.gz	2019-05-29T09:58:20.660000	n/a	431e83fd
func/sub-30_ses-1_task-motor_run-06_bold.nii.gz	2019-05-29T10:06:57.970000	n/a	3fd90100
anat/sub-30_ses-1_run-01_T1w.nii.gz	2019-05-29T10:15:43.295000	n/a	0ac8c0e4
