filename	acq_time	operator	randstr
func/sub-48_ses-1_task-motor_run-01_bold.nii.gz	2019-06-13T12:59:33.992500	n/a	6ec53e62
func/sub-48_ses-1_task-motor_run-02_bold.nii.gz	2019-06-13T13:08:13.127500	n/a	8fb6ba0d
func/sub-48_ses-1_task-motor_run-03_bold.nii.gz	2019-06-13T13:16:41.945000	n/a	b50c877c
fmap/sub-48_ses-1_run-01_magnitude1.nii.gz	2019-06-13T13:25:12.445000	n/a	af7b6ae5
fmap/sub-48_ses-1_run-01_magnitude2.nii.gz	2019-06-13T13:25:12.445000	n/a	af7b6ae5
fmap/sub-48_ses-1_run-01_phasediff.nii.gz	2019-06-13T13:25:13.167500	n/a	ad655714
func/sub-48_ses-1_task-motor_run-04_bold.nii.gz	2019-06-13T13:28:38.757500	n/a	17a920e5
func/sub-48_ses-1_task-motor_run-05_bold.nii.gz	2019-06-13T13:37:02.067500	n/a	e6deda3f
func/sub-48_ses-1_task-motor_run-06_bold.nii.gz	2019-06-13T13:45:38.370000	n/a	ab6f5603
anat/sub-48_ses-1_run-01_T1w.nii.gz	2019-06-13T13:53:54.942500	n/a	37b4c251
