filename	acq_time	operator	randstr
func/sub-49_ses-1_task-motor_run-01_bold.nii.gz	2019-06-13T14:11:00.002500	n/a	eb96096d
func/sub-49_ses-1_task-motor_run-02_bold.nii.gz	2019-06-13T14:19:42.270000	n/a	fcb5fba0
func/sub-49_ses-1_task-motor_run-03_bold.nii.gz	2019-06-13T14:28:05.285000	n/a	468f5049
fmap/sub-49_ses-1_run-01_magnitude1.nii.gz	2019-06-13T14:36:26.640000	n/a	449da760
fmap/sub-49_ses-1_run-01_magnitude2.nii.gz	2019-06-13T14:36:26.640000	n/a	449da760
fmap/sub-49_ses-1_run-01_phasediff.nii.gz	2019-06-13T14:36:27.362500	n/a	d3267651
func/sub-49_ses-1_task-motor_run-04_bold.nii.gz	2019-06-13T14:39:50.137500	n/a	77514f56
func/sub-49_ses-1_task-motor_run-05_bold.nii.gz	2019-06-13T14:48:17.250000	n/a	c1941b85
func/sub-49_ses-1_task-motor_run-06_bold.nii.gz	2019-06-13T14:56:50.590000	n/a	b19bb60f
anat/sub-49_ses-1_run-01_T1w.nii.gz	2019-06-13T15:05:10.080000	n/a	0acda415
