filename	acq_time	operator	randstr
func/sub-53_ses-1_task-motor_run-01_bold.nii.gz	2019-06-14T12:45:36.987500	n/a	af9f7bac
func/sub-53_ses-1_task-motor_run-02_bold.nii.gz	2019-06-14T12:54:15.965000	n/a	c79d047e
func/sub-53_ses-1_task-motor_run-03_bold.nii.gz	2019-06-14T13:02:49.080000	n/a	d72da4fd
fmap/sub-53_ses-1_run-01_magnitude1.nii.gz	2019-06-14T13:11:10.662500	n/a	490658a0
fmap/sub-53_ses-1_run-01_magnitude2.nii.gz	2019-06-14T13:11:10.662500	n/a	490658a0
fmap/sub-53_ses-1_run-01_phasediff.nii.gz	2019-06-14T13:11:11.385000	n/a	ae379956
func/sub-53_ses-1_task-motor_run-04_bold.nii.gz	2019-06-14T13:14:22.155000	n/a	c9411b90
func/sub-53_ses-1_task-motor_run-05_bold.nii.gz	2019-06-14T13:22:44.117500	n/a	54453225
func/sub-53_ses-1_task-motor_run-06_bold.nii.gz	2019-06-14T13:31:16.872500	n/a	1fd6189e
anat/sub-53_ses-1_run-01_T1w.nii.gz	2019-06-14T13:39:19.745000	n/a	a4d8358f
