filename	acq_time	operator	randstr
func/sub-65_ses-1_task-motor_run-01_bold.nii.gz	2019-06-20T10:25:34.130000	n/a	c2a0f86b
func/sub-65_ses-1_task-motor_run-02_bold.nii.gz	2019-06-20T10:34:21.545000	n/a	0de96220
func/sub-65_ses-1_task-motor_run-03_bold.nii.gz	2019-06-20T10:42:55.827500	n/a	99652d4d
fmap/sub-65_ses-1_run-01_magnitude1.nii.gz	2019-06-20T10:51:20.042500	n/a	0a68de41
fmap/sub-65_ses-1_run-01_magnitude2.nii.gz	2019-06-20T10:51:20.042500	n/a	0a68de41
fmap/sub-65_ses-1_run-01_phasediff.nii.gz	2019-06-20T10:51:20.765000	n/a	9565b7ba
func/sub-65_ses-1_task-motor_run-04_bold.nii.gz	2019-06-20T10:54:39.912500	n/a	85394aa0
func/sub-65_ses-1_task-motor_run-05_bold.nii.gz	2019-06-20T11:03:18.745000	n/a	a13e8f23
func/sub-65_ses-1_task-motor_run-06_bold.nii.gz	2019-06-20T11:12:02.932500	n/a	f62c9345
anat/sub-65_ses-1_run-01_T1w.nii.gz	2019-06-20T11:20:23.797500	n/a	5ae84998
