filename	acq_time	operator	randstr
func/sub-12_ses-1_task-motor_run-01_bold.nii.gz	2019-05-22T11:25:12.855000	n/a	81fb50b5
func/sub-12_ses-1_task-motor_run-02_bold.nii.gz	2019-05-22T11:33:45.895000	n/a	f8e74353
func/sub-12_ses-1_task-motor_run-03_bold.nii.gz	2019-05-22T11:42:19.410000	n/a	c8ace00d
fmap/sub-12_ses-1_run-01_magnitude1.nii.gz	2019-05-22T11:50:46.360000	n/a	14958dcb
fmap/sub-12_ses-1_run-01_magnitude2.nii.gz	2019-05-22T11:50:46.360000	n/a	14958dcb
fmap/sub-12_ses-1_run-01_phasediff.nii.gz	2019-05-22T11:50:47.082500	n/a	307800ec
func/sub-12_ses-1_task-motor_run-04_bold.nii.gz	2019-05-22T11:54:06.365000	n/a	b9e7b7e4
func/sub-12_ses-1_task-motor_run-05_bold.nii.gz	2019-05-22T12:02:44.527500	n/a	597d7deb
func/sub-12_ses-1_task-motor_run-06_bold.nii.gz	2019-05-22T12:11:43.522500	n/a	f119d6f3
anat/sub-12_ses-1_run-01_T1w.nii.gz	2019-05-22T12:20:14.565000	n/a	0fa648ac
