filename	acq_time	operator	randstr
func/sub-16_ses-1_task-motor_run-01_bold.nii.gz	2019-05-24T10:27:58.195000	n/a	ff140694
func/sub-16_ses-1_task-motor_run-02_bold.nii.gz	2019-05-24T10:36:33.985000	n/a	d58ae618
func/sub-16_ses-1_task-motor_run-03_bold.nii.gz	2019-05-24T10:45:14.907500	n/a	32df7ad7
fmap/sub-16_ses-1_run-01_magnitude1.nii.gz	2019-05-24T10:53:46.917500	n/a	9f56b183
fmap/sub-16_ses-1_run-01_magnitude2.nii.gz	2019-05-24T10:53:46.917500	n/a	9f56b183
fmap/sub-16_ses-1_run-01_phasediff.nii.gz	2019-05-24T10:53:47.640000	n/a	a31ec67d
func/sub-16_ses-1_task-motor_run-04_bold.nii.gz	2019-05-24T10:57:02.425000	n/a	46628f4b
func/sub-16_ses-1_task-motor_run-05_bold.nii.gz	2019-05-24T11:05:30.325000	n/a	7a6370c9
func/sub-16_ses-1_task-motor_run-06_bold.nii.gz	2019-05-24T11:14:12.977500	n/a	c2307fe1
anat/sub-16_ses-1_run-01_T1w.nii.gz	2019-05-24T11:22:35.880000	n/a	bdd2399a
