filename	acq_time	operator	randstr
func/sub-68_ses-1_task-motor_run-01_bold.nii.gz	2019-06-20T13:56:36.812500	n/a	5f36c3b1
func/sub-68_ses-1_task-motor_run-02_bold.nii.gz	2019-06-20T14:05:15.535000	n/a	3cca1ff2
func/sub-68_ses-1_task-motor_run-03_bold.nii.gz	2019-06-20T14:13:41.295000	n/a	d06bd08b
fmap/sub-68_ses-1_run-01_magnitude1.nii.gz	2019-06-20T14:21:42.422500	n/a	d4c565f4
fmap/sub-68_ses-1_run-01_magnitude2.nii.gz	2019-06-20T14:21:42.422500	n/a	d4c565f4
fmap/sub-68_ses-1_run-01_phasediff.nii.gz	2019-06-20T14:21:43.145000	n/a	701e5caf
func/sub-68_ses-1_task-motor_run-04_bold.nii.gz	2019-06-20T14:24:33.650000	n/a	483a7e8f
func/sub-68_ses-1_task-motor_run-05_bold.nii.gz	2019-06-20T14:32:56.537500	n/a	e178e5f7
func/sub-68_ses-1_task-motor_run-06_bold.nii.gz	2019-06-20T14:41:43.627500	n/a	7d8f6cc6
anat/sub-68_ses-1_run-01_T1w.nii.gz	2019-06-20T14:49:53.132500	n/a	5c3ace81
