filename	acq_time	operator	randstr
func/sub-56_ses-1_task-motor_run-01_bold.nii.gz	2019-06-17T11:23:38.112500	n/a	85711799
func/sub-56_ses-1_task-motor_run-02_bold.nii.gz	2019-06-17T11:32:27.490000	n/a	e7e7a28e
func/sub-56_ses-1_task-motor_run-03_bold.nii.gz	2019-06-17T11:41:00.640000	n/a	f95162ea
fmap/sub-56_ses-1_run-01_magnitude1.nii.gz	2019-06-17T11:49:42.320000	n/a	f3f4acd2
fmap/sub-56_ses-1_run-01_magnitude2.nii.gz	2019-06-17T11:49:42.320000	n/a	f3f4acd2
fmap/sub-56_ses-1_run-01_phasediff.nii.gz	2019-06-17T11:49:43.042500	n/a	f796f0dd
func/sub-56_ses-1_task-motor_run-04_bold.nii.gz	2019-06-17T11:53:02.562500	n/a	50f0a9d0
func/sub-56_ses-1_task-motor_run-05_bold.nii.gz	2019-06-17T12:01:39.872500	n/a	433b5777
func/sub-56_ses-1_task-motor_run-06_bold.nii.gz	2019-06-17T12:10:05.520000	n/a	a998b8e4
anat/sub-56_ses-1_run-01_T1w.nii.gz	2019-06-17T12:18:24.010000	n/a	70a3d276
